log_id,student_id,date,study_hour,subject,method_used,distraction_time,quiz_score,day_name
778,8265,2025-11-05,2.91,History,Group Study,20.3,56,Wednesday
779,8265,2025-11-06,1.92,History,Group Study,27.5,97,Thursday
780,8265,2025-11-07,1.91,Science,Flashcards,21.1,74,Friday
781,8268,2025-11-03,4.33,History,Pomodoro,48.7,92,Monday
782,8268,2025-11-04,4.69,Computer,Group Study,10.8,53,Tuesday
783,8268,2025-11-05,4.55,History,Group Study,58.4,60,Wednesday
784,8268,2025-11-06,3.96,English,Notes Review,32.1,50,Thursday
785,8268,2025-11-07,4.05,Science,Notes Review,18.2,66,Friday
786,8291,2025-11-03,1.94,Science,Flashcards,5.0,88,Monday
787,8291,2025-11-04,4.62,History,Pomodoro,52.8,92,Tuesday
788,8291,2025-11-05,1.65,History,Notes Review,42.0,60,Wednesday
789,8291,2025-11-06,4.58,English,Practice Test,29.5,59,Thursday
790,8291,2025-11-07,2.64,English,Notes Review,47.4,74,Friday
791,8298,2025-11-03,2.76,Math,Flashcards,10.7,52,Monday
792,8298,2025-11-04,2.47,Science,Notes Review,54.9,64,Tuesday
793,8298,2025-11-05,3.9,History,Notes Review,56.0,98,Wednesday
794,8298,2025-11-06,3.69,Computer,Flashcards,25.2,51,Thursday
795,8298,2025-11-07,3.43,Computer,Flashcards,26.5,94,Friday
796,8314,2025-11-03,3.17,History,Flashcards,5.6,86,Monday
797,8314,2025-11-04,3.77,Math,Notes Review,56.7,80,Tuesday
798,8314,2025-11-05,2.91,Math,Pomodoro,8.2,82,Wednesday
799,8314,2025-11-06,2.23,Computer,Flashcards,34.0,71,Thursday
800,8314,2025-11-07,2.09,English,Flashcards,57.9,60,Friday
801,8366,2025-11-03,1.3,Science,Practice Test,34.9,96,Monday
802,8366,2025-11-04,2.06,Math,Practice Test,40.0,53,Tuesday
803,8366,2025-11-05,1.79,English,Flashcards,16.6,93,Wednesday
804,8366,2025-11-06,4.97,History,Flashcards,15.6,78,Thursday
805,8366,2025-11-07,3.53,English,Notes Review,7.4,52,Friday
806,8417,2025-11-03,2.94,Computer,Flashcards,59.4,52,Monday
807,8417,2025-11-04,2.34,Science,Group Study,6.5,54,Tuesday
808,8417,2025-11-05,4.5,Computer,Pomodoro,36.6,95,Wednesday
809,8417,2025-11-06,1.66,English,Pomodoro,21.5,59,Thursday
810,8417,2025-11-07,2.51,Math,Pomodoro,31.0,86,Friday
811,8426,2025-11-03,1.92,English,Group Study,11.6,66,Monday
812,8426,2025-11-04,3.42,Math,Notes Review,32.4,84,Tuesday
813,8426,2025-11-05,4.41,Science,Pomodoro,6.7,72,Wednesday
814,8426,2025-11-06,4.45,History,Pomodoro,44.7,69,Thursday
815,8426,2025-11-07,3.98,English,Practice Test,43.2,69,Friday
816,8431,2025-11-03,1.5,History,Flashcards,20.9,65,Monday
817,8431,2025-11-04,3.41,History,Group Study,7.7,93,Tuesday
818,8431,2025-11-05,3.26,Computer,Pomodoro,36.8,70,Wednesday
819,8431,2025-11-06,1.61,History,Notes Review,53.9,81,Thursday
820,8431,2025-11-07,4.32,English,Flashcards,23.0,84,Friday
821,8473,2025-11-03,2.47,Computer,Notes Review,53.4,51,Monday
822,8473,2025-11-04,2.67,English,Notes Review,47.7,64,Tuesday
823,8473,2025-11-05,4.33,History,Practice Test,20.0,58,Wednesday
824,8473,2025-11-06,1.76,Math,Notes Review,35.1,90,Thursday
825,8473,2025-11-07,3.26,Computer,Group Study,30.8,72,Friday
826,8511,2025-11-03,4.14,Science,Practice Test,18.1,99,Monday
827,8511,2025-11-04,4.18,Science,Notes Review,27.1,95,Tuesday
828,8511,2025-11-05,1.93,Math,Flashcards,39.2,89,Wednesday
829,8511,2025-11-06,1.36,English,Notes Review,58.2,98,Thursday
830,8511,2025-11-07,2.22,Science,Pomodoro,38.0,87,Friday
831,8526,2025-11-03,2.46,English,Pomodoro,21.2,87,Monday
832,8526,2025-11-04,1.02,History,Notes Review,25.8,74,Tuesday
833,8526,2025-11-05,2.51,English,Notes Review,9.9,65,Wednesday
834,8526,2025-11-06,3.29,English,Notes Review,15.7,62,Thursday
835,8526,2025-11-07,1.09,Computer,Flashcards,58.7,54,Friday
836,8556,2025-11-03,2.17,English,Flashcards,53.5,84,Monday
837,8556,2025-11-04,4.69,History,Flashcards,42.6,73,Tuesday
838,8556,2025-11-05,4.5,Math,Practice Test,36.5,88,Wednesday
839,8556,2025-11-06,3.37,History,Practice Test,28.3,81,Thursday
840,8556,2025-11-07,3.48,History,Group Study,32.3,75,Friday
841,8646,2025-11-03,1.84,English,Notes Review,34.0,52,Monday
842,8646,2025-11-04,2.01,English,Flashcards,28.0,70,Tuesday
843,8646,2025-11-05,4.88,History,Group Study,55.4,52,Wednesday
844,8646,2025-11-06,1.28,Science,Pomodoro,27.6,62,Thursday
845,8646,2025-11-07,1.13,Science,Practice Test,37.4,72,Friday
846,8694,2025-11-03,2.19,Computer,Pomodoro,19.1,78,Monday
847,8694,2025-11-04,3.15,English,Practice Test,52.2,60,Tuesday
848,8694,2025-11-05,2.69,History,Notes Review,51.0,73,Wednesday
849,8694,2025-11-06,4.58,History,Notes Review,52.2,54,Thursday
850,8694,2025-11-07,3.28,Computer,Notes Review,14.2,58,Friday
851,8721,2025-11-03,1.85,Math,Pomodoro,40.6,91,Monday
852,8721,2025-11-04,1.84,Math,Practice Test,54.4,81,Tuesday
853,8721,2025-11-05,3.82,Computer,Pomodoro,32.6,52,Wednesday
854,8721,2025-11-06,4.02,Science,Flashcards,10.7,82,Thursday
855,8721,2025-11-07,1.62,Science,Pomodoro,44.2,86,Friday
856,8774,2025-11-03,4.82,History,Notes Review,9.1,52,Monday
857,8774,2025-11-04,2.16,English,Pomodoro,49.3,78,Tuesday
858,8774,2025-11-05,4.22,History,Flashcards,6.6,98,Wednesday
859,8774,2025-11-06,4.99,Computer,Pomodoro,19.3,88,Thursday
860,8774,2025-11-07,1.49,Math,Notes Review,52.1,97,Friday
861,8790,2025-11-03,3.93,Science,Pomodoro,41.8,82,Monday
862,8790,2025-11-04,2.37,History,Flashcards,23.6,76,Tuesday
863,8790,2025-11-05,3.01,Science,Practice Test,24.2,58,Wednesday
864,8790,2025-11-06,1.35,English,Practice Test,45.1,55,Thursday
865,8790,2025-11-07,1.8,Computer,Practice Test,26.7,94,Friday
866,8808,2025-11-03,1.32,History,Practice Test,58.9,97,Monday
867,8808,2025-11-04,2.47,Math,Group Study,58.7,74,Tuesday
868,8808,2025-11-05,3.32,English,Flashcards,27.3,98,Wednesday
869,8808,2025-11-06,2.89,Computer,Notes Review,20.0,57,Thursday
870,8808,2025-11-07,4.51,Math,Practice Test,30.7,64,Friday
871,8830,2025-11-03,4.97,Math,Notes Review,10.0,56,Monday
872,8830,2025-11-04,4.42,History,Pomodoro,46.5,78,Tuesday
873,8830,2025-11-05,1.4,English,Group Study,13.0,76,Wednesday
874,8830,2025-11-06,3.77,Science,Practice Test,53.2,84,Thursday
875,8830,2025-11-07,4.37,Computer,Pomodoro,30.9,95,Friday
876,9047,2025-11-03,4.45,Math,Group Study,7.9,71,Monday
877,9047,2025-11-04,4.52,History,Practice Test,34.6,80,Tuesday
878,9047,2025-11-05,3.22,History,Practice Test,40.6,52,Wednesday
879,9047,2025-11-06,3.34,English,Flashcards,28.1,81,Thursday
880,9047,2025-11-07,4.36,English,Practice Test,53.3,55,Friday
881,9056,2025-11-03,1.39,History,Notes Review,37.0,65,Monday
882,9056,2025-11-04,3.76,Math,Notes Review,34.5,70,Tuesday
883,9056,2025-11-05,4.12,English,Pomodoro,32.2,67,Wednesday
884,9056,2025-11-06,3.34,History,Group Study,30.5,65,Thursday
885,9056,2025-11-07,3.47,Math,Flashcards,7.2,68,Friday
886,9098,2025-11-03,1.64,Math,Practice Test,11.4,57,Monday
887,9098,2025-11-04,3.02,Computer,Flashcards,34.4,57,Tuesday
888,9098,2025-11-05,2.7,English,Flashcards,5.4,66,Wednesday
889,9098,2025-11-06,2.76,History,Flashcards,32.8,94,Thursday
890,9098,2025-11-07,2.01,Math,Flashcards,18.6,88,Friday
891,9144,2025-11-03,3.71,English,Practice Test,11.5,65,Monday
892,9144,2025-11-04,2.78,Computer,Flashcards,51.5,82,Tuesday
893,9144,2025-11-05,3.09,History,Pomodoro,30.0,95,Wednesday
894,9144,2025-11-06,3.97,Computer,Flashcards,25.1,82,Thursday
895,9144,2025-11-07,3.62,History,Notes Review,20.8,76,Friday
896,9179,2025-11-03,4.26,History,Group Study,30.3,67,Monday
897,9179,2025-11-04,2.45,Computer,Practice Test,59.8,75,Tuesday
898,9179,2025-11-05,2.37,Math,Pomodoro,49.5,78,Wednesday
899,9179,2025-11-06,3.26,History,Flashcards,39.8,80,Thursday
900,9179,2025-11-07,3.83,Computer,Pomodoro,15.9,88,Friday
901,9203,2025-11-03,2.02,History,Pomodoro,52.9,60,Monday
902,9203,2025-11-04,1.89,History,Flashcards,7.6,88,Tuesday
903,9203,2025-11-05,3.93,Computer,Flashcards,46.9,72,Wednesday
904,9203,2025-11-06,4.2,English,Notes Review,18.5,55,Thursday
905,9203,2025-11-07,2.75,Science,Group Study,18.9,66,Friday
906,9204,2025-11-03,4.61,Math,Flashcards,8.6,94,Monday
907,9204,2025-11-04,1.38,Science,Flashcards,27.2,82,Tuesday
908,9204,2025-11-05,4.64,History,Pomodoro,58.0,91,Wednesday
909,9204,2025-11-06,4.87,History,Practice Test,22.6,58,Thursday
910,9204,2025-11-07,2.7,Science,Notes Review,56.6,80,Friday
911,9239,2025-11-03,2.6,Science,Pomodoro,29.0,90,Monday
912,9239,2025-11-04,3.42,Computer,Practice Test,7.7,83,Tuesday
913,9239,2025-11-05,1.07,English,Practice Test,46.6,56,Wednesday
914,9239,2025-11-06,1.06,Computer,Practice Test,6.3,80,Thursday
915,9239,2025-11-07,4.99,English,Pomodoro,18.2,97,Friday
916,9271,2025-11-03,2.7,Computer,Group Study,21.1,73,Monday
917,9271,2025-11-04,1.0,English,Practice Test,46.2,61,Tuesday
918,9271,2025-11-05,2.72,Math,Group Study,53.2,82,Wednesday
919,9271,2025-11-06,3.93,History,Flashcards,29.6,85,Thursday
920,9271,2025-11-07,1.76,Math,Pomodoro,39.0,66,Friday
921,9291,2025-11-03,2.57,History,Flashcards,53.4,71,Monday
922,9291,2025-11-04,4.51,English,Group Study,34.3,64,Tuesday
923,9291,2025-11-05,1.42,Math,Practice Test,36.5,78,Wednesday
924,9291,2025-11-06,3.52,Computer,Flashcards,50.9,51,Thursday
925,9291,2025-11-07,3.23,History,Pomodoro,23.5,67,Friday
926,9310,2025-11-03,2.06,Computer,Flashcards,27.2,80,Monday
927,9310,2025-11-04,3.22,Science,Pomodoro,27.4,96,Tuesday
928,9310,2025-11-05,4.42,Computer,Group Study,25.1,84,Wednesday
929,9310,2025-11-06,3.1,Math,Pomodoro,26.2,60,Thursday
930,9310,2025-11-07,1.48,History,Pomodoro,10.2,70,Friday
931,9377,2025-11-03,2.42,Computer,Notes Review,55.7,87,Monday
932,9377,2025-11-04,2.28,Science,Notes Review,27.7,97,Tuesday
933,9377,2025-11-05,1.74,Math,Notes Review,36.0,94,Wednesday
934,9377,2025-11-06,1.34,English,Practice Test,39.5,68,Thursday
935,9377,2025-11-07,1.04,Math,Group Study,30.0,59,Friday
936,9382,2025-11-03,1.69,Math,Flashcards,59.9,82,Monday
937,9382,2025-11-04,2.41,English,Flashcards,55.0,51,Tuesday
938,9382,2025-11-05,1.46,English,Flashcards,55.6,52,Wednesday
939,9382,2025-11-06,4.79,Science,Flashcards,55.2,78,Thursday
940,9382,2025-11-07,3.8,Math,Group Study,11.4,63,Friday
941,9410,2025-11-03,2.3,Computer,Flashcards,23.7,98,Monday
942,9410,2025-11-04,2.9,Science,Practice Test,25.5,91,Tuesday
943,9410,2025-11-05,3.81,Science,Practice Test,11.0,64,Wednesday
944,9410,2025-11-06,2.59,Math,Flashcards,45.7,84,Thursday
945,9410,2025-11-07,4.2,English,Notes Review,30.4,72,Friday
946,9477,2025-11-03,2.68,Computer,Practice Test,57.9,98,Monday
947,9477,2025-11-04,4.63,English,Flashcards,24.4,50,Tuesday
948,9477,2025-11-05,3.27,Science,Practice Test,51.1,60,Wednesday
949,9477,2025-11-06,1.22,Science,Practice Test,18.0,64,Thursday
950,9477,2025-11-07,1.23,Math,Practice Test,58.6,96,Friday
951,9661,2025-11-03,4.56,English,Practice Test,47.9,87,Monday
952,9661,2025-11-04,1.92,History,Practice Test,7.7,94,Tuesday
953,9661,2025-11-05,3.72,History,Group Study,53.7,99,Wednesday
954,9661,2025-11-06,4.25,English,Flashcards,21.4,89,Thursday
955,9661,2025-11-07,3.06,Science,Pomodoro,28.9,62,Friday
956,9676,2025-11-03,4.62,English,Practice Test,21.1,63,Monday
957,9676,2025-11-04,3.63,Math,Practice Test,53.4,87,Tuesday
958,9676,2025-11-05,3.6,Math,Pomodoro,26.8,53,Wednesday
959,9676,2025-11-06,4.05,Math,Pomodoro,28.9,70,Thursday
960,9676,2025-11-07,4.83,Science,Practice Test,55.0,68,Friday
961,9696,2025-11-03,1.19,English,Group Study,42.2,60,Monday
962,9696,2025-11-04,4.75,Science,Practice Test,56.0,58,Tuesday
963,9696,2025-11-05,1.25,English,Pomodoro,29.5,59,Wednesday
964,9696,2025-11-06,3.64,English,Practice Test,47.7,80,Thursday
965,9696,2025-11-07,4.09,History,Group Study,27.4,74,Friday
966,9707,2025-11-03,3.45,History,Practice Test,45.6,94,Monday
967,9707,2025-11-04,1.73,Math,Practice Test,43.0,86,Tuesday
968,9707,2025-11-05,4.06,Math,Pomodoro,28.5,65,Wednesday
969,9707,2025-11-06,3.9,Science,Flashcards,42.0,55,Thursday
970,9707,2025-11-07,4.56,Computer,Practice Test,14.7,68,Friday
971,9806,2025-11-03,2.54,Computer,Notes Review,59.1,99,Monday
972,9806,2025-11-04,3.12,Math,Notes Review,9.0,56,Tuesday
973,9806,2025-11-05,1.88,English,Notes Review,22.9,58,Wednesday
974,9806,2025-11-06,4.08,Math,Group Study,45.2,73,Thursday
975,9806,2025-11-07,4.74,Computer,Practice Test,22.7,74,Friday
976,9812,2025-11-03,4.11,Computer,Group Study,56.6,84,Monday
977,9812,2025-11-04,4.99,Science,Notes Review,57.1,66,Tuesday
978,9812,2025-11-05,3.19,Math,Practice Test,33.0,57,Wednesday
979,9812,2025-11-06,4.17,English,Flashcards,32.8,64,Thursday
980,9812,2025-11-07,2.27,Computer,Flashcards,13.6,97,Friday
981,9826,2025-11-03,3.16,History,Notes Review,56.1,73,Monday
982,9826,2025-11-04,1.26,History,Pomodoro,28.7,53,Tuesday
983,9826,2025-11-05,2.71,Math,Notes Review,35.4,88,Wednesday
984,9826,2025-11-06,2.61,Computer,Flashcards,28.9,66,Thursday
985,9826,2025-11-07,2.53,English,Pomodoro,34.1,50,Friday
986,9842,2025-11-03,4.69,English,Pomodoro,59.4,56,Monday
987,9842,2025-11-04,1.2,Science,Flashcards,18.5,82,Tuesday
988,9842,2025-11-05,2.18,History,Practice Test,6.2,99,Wednesday
989,9842,2025-11-06,1.31,Math,Pomodoro,31.2,91,Thursday
990,9842,2025-11-07,3.28,English,Flashcards,53.2,77,Friday
991,9872,2025-11-03,4.23,Science,Notes Review,43.2,68,Monday
992,9872,2025-11-04,2.7,Computer,Pomodoro,20.6,76,Tuesday
993,9872,2025-11-05,2.91,Math,Group Study,10.7,99,Wednesday
994,9872,2025-11-06,1.11,Math,Group Study,33.8,63,Thursday
995,9872,2025-11-07,3.47,History,Flashcards,54.8,56,Friday
996,9985,2025-11-03,4.26,History,Flashcards,20.6,70,Monday
997,9985,2025-11-04,4.05,Computer,Pomodoro,12.1,89,Tuesday
998,9985,2025-11-05,2.38,Science,Practice Test,25.4,86,Wednesday
999,9985,2025-11-06,1.39,Math,Flashcards,7.2,94,Thursday
1000,9985,2025-11-07,3.42,Math,Flashcards,40.5,79,Friday
