Log_id,Student_id,Date,Day_name,Study_hour,Subject,Method_used,Distraction_time,Quiz_score
5832,250584,2025-11-14,Friday,1.62,Computer,Pomodoro,44.9,35
5833,250584,2025-11-17,Monday,1.14,Science,Videos,55.6,23
5834,250584,2025-11-18,Tuesday,1.08,Math,Notes Review,59.3,35
5835,250584,2025-11-19,Wednesday,1.08,English,Videos,55.0,34
5836,250584,2025-11-20,Thursday,1.68,Computer,Notes Review,39.9,56
5837,250584,2025-11-21,Friday,1.15,Math,Pomodoro,43.6,35
5838,250584,2025-11-24,Monday,1.62,English,Videos,51.3,32
5839,250584,2025-11-25,Tuesday,1.5,Math,Videos,46.3,25
5840,250584,2025-11-26,Wednesday,1.25,Computer,Videos,35.9,55
5841,250585,2025-11-13,Thursday,2.02,Math,Notes Review,28.4,80
5842,250585,2025-11-14,Friday,2.17,English,Notes Review,28.5,71
5843,250585,2025-11-17,Monday,2.19,Math,Videos,16.9,60
5844,250585,2025-11-18,Tuesday,2.4,Science,Videos,28.9,61
5845,250585,2025-11-19,Wednesday,1.89,Science,Notes Review,32.4,73
5846,250585,2025-11-20,Thursday,2.17,Science,Videos,16.6,77
5847,250585,2025-11-21,Friday,2.33,Science,Videos,29.2,72
5848,250585,2025-11-24,Monday,2.18,Computer,Videos,34.1,78
5849,250585,2025-11-25,Tuesday,1.81,Math,Videos,27.7,78
5850,250585,2025-11-26,Wednesday,2.14,Computer,Pomodoro,18.5,66
5851,250586,2025-11-13,Thursday,1.28,Computer,Notes Review,57.5,32
5852,250586,2025-11-14,Friday,1.69,Computer,Notes Review,42.6,47
5853,250586,2025-11-17,Monday,1.33,Math,Pomodoro,52.1,57
5854,250586,2025-11-18,Tuesday,1.75,Science,Pomodoro,45.7,57
5855,250586,2025-11-19,Wednesday,1.72,Math,Videos,36.7,23
5856,250586,2025-11-20,Thursday,1.43,Math,Notes Review,47.8,45
5857,250586,2025-11-21,Friday,1.29,Math,Pomodoro,48.9,59
5858,250586,2025-11-24,Monday,1.75,English,Notes Review,50.4,54
5859,250586,2025-11-25,Tuesday,1.64,Science,Pomodoro,38.0,39
5860,250586,2025-11-26,Wednesday,1.29,Science,Pomodoro,56.5,30
5861,250587,2025-11-13,Thursday,2.0,Computer,Pomodoro,18.9,74
5862,250587,2025-11-14,Friday,1.95,English,Notes Review,33.9,71
5863,250587,2025-11-17,Monday,2.32,English,Pomodoro,20.0,70
5864,250587,2025-11-18,Tuesday,1.99,English,Pomodoro,34.2,74
5865,250587,2025-11-19,Wednesday,1.92,Science,Pomodoro,30.4,61
5866,250587,2025-11-20,Thursday,2.17,Math,Pomodoro,18.8,61
5867,250587,2025-11-21,Friday,2.31,Math,Pomodoro,16.2,65
5868,250587,2025-11-24,Monday,2.3,Computer,Videos,23.8,67
5869,250587,2025-11-25,Tuesday,2.24,Math,Videos,31.4,65
5870,250587,2025-11-26,Wednesday,2.03,English,Videos,34.1,73
5871,250588,2025-11-13,Thursday,1.85,English,Pomodoro,21.9,72
5872,250588,2025-11-14,Friday,2.25,Math,Pomodoro,31.8,79
5873,250588,2025-11-17,Monday,2.31,Science,Pomodoro,32.3,60
5874,250588,2025-11-18,Tuesday,1.93,Computer,Notes Review,27.4,81
5875,250588,2025-11-19,Wednesday,2.37,Computer,Notes Review,23.4,72
5876,250588,2025-11-20,Thursday,1.87,Math,Pomodoro,29.9,62
5877,250588,2025-11-21,Friday,2.12,English,Pomodoro,20.8,60
5878,250588,2025-11-24,Monday,1.95,Computer,Videos,30.7,84
5879,250588,2025-11-25,Tuesday,2.19,English,Pomodoro,29.7,65
5880,250588,2025-11-26,Wednesday,1.92,Math,Pomodoro,22.3,68
5881,250589,2025-11-13,Thursday,1.8,Science,Pomodoro,17.8,79
5882,250589,2025-11-14,Friday,2.26,Math,Pomodoro,29.8,68
5883,250589,2025-11-17,Monday,2.01,English,Pomodoro,22.4,66
5884,250589,2025-11-18,Tuesday,2.33,English,Pomodoro,34.3,60
5885,250589,2025-11-19,Wednesday,2.31,Math,Pomodoro,25.8,65
5886,250589,2025-11-20,Thursday,2.07,Science,Notes Review,32.1,60
5887,250589,2025-11-21,Friday,1.94,Science,Videos,26.7,67
5888,250589,2025-11-24,Monday,2.09,English,Notes Review,31.0,70
5889,250589,2025-11-25,Tuesday,2.11,Science,Pomodoro,26.0,67
5890,250589,2025-11-26,Wednesday,1.82,Math,Notes Review,25.7,74
5891,250590,2025-11-13,Thursday,2.94,Computer,Notes Review,6.4,94
5892,250590,2025-11-14,Friday,2.57,English,Notes Review,6.6,95
5893,250590,2025-11-17,Monday,2.86,Science,Pomodoro,10.1,92
5894,250590,2025-11-18,Tuesday,2.8,Computer,Pomodoro,11.2,95
5895,250590,2025-11-19,Wednesday,2.55,Math,Notes Review,7.8,99
5896,250590,2025-11-20,Thursday,2.68,Computer,Notes Review,9.1,90
5897,250590,2025-11-21,Friday,2.87,Math,Videos,5.2,98
5898,250590,2025-11-24,Monday,2.61,Math,Notes Review,7.7,95
5899,250590,2025-11-25,Tuesday,2.75,English,Videos,8.5,99
5900,250590,2025-11-26,Wednesday,2.63,English,Notes Review,12.5,91
5901,250591,2025-11-13,Thursday,2.3,English,Pomodoro,30.8,75
5902,250591,2025-11-14,Friday,1.87,Computer,Videos,19.3,78
5903,250591,2025-11-17,Monday,2.19,Computer,Pomodoro,28.6,67
5904,250591,2025-11-18,Tuesday,2.19,Math,Notes Review,29.2,62
5905,250591,2025-11-19,Wednesday,1.95,English,Videos,15.1,61
5906,250591,2025-11-20,Thursday,1.86,Math,Videos,21.4,82
5907,250591,2025-11-21,Friday,2.3,Math,Videos,20.1,72
5908,250591,2025-11-24,Monday,2.0,Computer,Pomodoro,20.1,64
5909,250591,2025-11-25,Tuesday,2.34,English,Notes Review,20.2,69
5910,250591,2025-11-26,Wednesday,2.34,Math,Pomodoro,32.4,72
5911,250592,2025-11-13,Thursday,2.66,English,Pomodoro,9.0,94
5912,250592,2025-11-14,Friday,2.66,Computer,Notes Review,12.9,93
5913,250592,2025-11-17,Monday,2.93,Math,Pomodoro,10.1,96
5914,250592,2025-11-18,Tuesday,2.74,Computer,Notes Review,14.4,89
5915,250592,2025-11-19,Wednesday,2.9,Science,Videos,12.2,97
5916,250592,2025-11-20,Thursday,2.81,Computer,Pomodoro,14.0,98
5917,250592,2025-11-21,Friday,2.89,Math,Pomodoro,7.7,95
5918,250592,2025-11-24,Monday,2.65,English,Notes Review,15.0,99
5919,250592,2025-11-25,Tuesday,2.65,Computer,Pomodoro,12.4,96
5920,250592,2025-11-26,Wednesday,2.58,English,Videos,6.8,94
5921,250593,2025-11-13,Thursday,1.02,Science,Pomodoro,36.7,37
5922,250593,2025-11-14,Friday,1.09,Math,Pomodoro,54.0,53
5923,250593,2025-11-17,Monday,1.32,Science,Pomodoro,40.6,59
5924,250593,2025-11-18,Tuesday,1.27,Science,Pomodoro,37.9,38
5925,250593,2025-11-19,Wednesday,1.38,Science,Videos,58.4,45
5926,250593,2025-11-20,Thursday,1.0,Science,Pomodoro,38.8,36
5927,250593,2025-11-21,Friday,1.15,English,Pomodoro,37.0,30
5928,250593,2025-11-24,Monday,1.1,Science,Pomodoro,40.7,42
5929,250593,2025-11-25,Tuesday,1.64,English,Pomodoro,38.3,24
5930,250593,2025-11-26,Wednesday,1.27,Math,Pomodoro,37.4,38
5931,250594,2025-11-13,Thursday,2.9,Computer,Pomodoro,9.4,93
5932,250594,2025-11-14,Friday,2.79,English,Pomodoro,6.9,85
5933,250594,2025-11-17,Monday,2.65,Science,Videos,14.3,88
5934,250594,2025-11-18,Tuesday,2.79,Computer,Notes Review,9.2,96
5935,250594,2025-11-19,Wednesday,2.71,Computer,Videos,10.0,96
5936,250594,2025-11-20,Thursday,2.95,Computer,Notes Review,6.8,89
5937,250594,2025-11-21,Friday,2.92,Math,Pomodoro,14.1,90
5938,250594,2025-11-24,Monday,2.95,Science,Notes Review,9.5,97
5939,250594,2025-11-25,Tuesday,2.94,Math,Videos,14.0,89
5940,250594,2025-11-26,Wednesday,2.83,Science,Notes Review,14.8,94
5941,250595,2025-11-13,Thursday,2.87,Science,Pomodoro,6.2,92
5942,250595,2025-11-14,Friday,2.87,Computer,Pomodoro,11.0,87
5943,250595,2025-11-17,Monday,2.53,Computer,Pomodoro,10.6,94
5944,250595,2025-11-18,Tuesday,2.77,Math,Videos,14.9,99
5945,250595,2025-11-19,Wednesday,2.8,Computer,Pomodoro,10.4,85
5946,250595,2025-11-20,Thursday,2.99,English,Videos,14.5,98
5947,250595,2025-11-21,Friday,2.79,Computer,Videos,6.2,98
5948,250595,2025-11-24,Monday,2.87,English,Pomodoro,11.0,96
5949,250595,2025-11-25,Tuesday,2.54,English,Videos,5.2,88
5950,250595,2025-11-26,Wednesday,2.82,Science,Notes Review,5.0,92
5951,250596,2025-11-13,Thursday,1.94,English,Pomodoro,28.8,63
5952,250596,2025-11-14,Friday,2.06,Computer,Notes Review,34.8,60
5953,250596,2025-11-17,Monday,2.2,Computer,Notes Review,21.1,62
5954,250596,2025-11-18,Tuesday,1.86,Math,Notes Review,17.8,67
5955,250596,2025-11-19,Wednesday,2.21,Computer,Pomodoro,28.1,61
5956,250596,2025-11-20,Thursday,2.17,Science,Videos,23.2,64
5957,250596,2025-11-21,Friday,2.13,English,Videos,18.4,60
5958,250596,2025-11-24,Monday,2.2,Math,Pomodoro,27.6,71
5959,250596,2025-11-25,Tuesday,2.29,Computer,Notes Review,17.6,80
5960,250596,2025-11-26,Wednesday,2.38,Science,Pomodoro,34.1,83
5961,250597,2025-11-13,Thursday,2.11,Computer,Videos,16.1,78
5962,250597,2025-11-14,Friday,2.24,Math,Pomodoro,30.5,82
5963,250597,2025-11-17,Monday,1.99,Science,Videos,26.6,65
5964,250597,2025-11-18,Tuesday,1.89,Science,Notes Review,20.4,62
5965,250597,2025-11-19,Wednesday,2.09,Science,Pomodoro,21.9,74
5966,250597,2025-11-20,Thursday,2.4,Math,Pomodoro,29.5,70
5967,250597,2025-11-21,Friday,1.91,English,Pomodoro,32.0,64
5968,250597,2025-11-24,Monday,1.94,Science,Notes Review,15.3,70
5969,250597,2025-11-25,Tuesday,1.85,Science,Videos,31.8,66
5970,250597,2025-11-26,Wednesday,1.89,Science,Videos,25.8,76
5971,250598,2025-11-13,Thursday,2.7,English,Pomodoro,13.2,92
5972,250598,2025-11-14,Friday,2.96,English,Notes Review,14.2,90
5973,250598,2025-11-17,Monday,2.92,Computer,Pomodoro,14.7,97
5974,250598,2025-11-18,Tuesday,2.62,English,Notes Review,12.7,92
5975,250598,2025-11-19,Wednesday,2.92,Computer,Pomodoro,12.8,98
5976,250598,2025-11-20,Thursday,2.77,Computer,Notes Review,12.5,94
5977,250598,2025-11-21,Friday,2.73,Math,Pomodoro,10.1,94
5978,250598,2025-11-24,Monday,2.95,Computer,Videos,5.0,88
5979,250598,2025-11-25,Tuesday,2.9,Science,Notes Review,8.2,95
5980,250598,2025-11-26,Wednesday,2.99,Science,Notes Review,12.4,92
5981,250599,2025-11-13,Thursday,1.27,Math,Videos,52.6,22
5982,250599,2025-11-14,Friday,1.38,English,Notes Review,53.4,47
5983,250599,2025-11-17,Monday,1.63,English,Pomodoro,55.1,22
5984,250599,2025-11-18,Tuesday,1.19,Math,Notes Review,43.0,32
5985,250599,2025-11-19,Wednesday,1.72,English,Notes Review,47.4,58
5986,250599,2025-11-20,Thursday,1.33,Computer,Pomodoro,43.2,32
5987,250599,2025-11-21,Friday,1.38,Math,Notes Review,53.4,35
5988,250599,2025-11-24,Monday,1.62,English,Videos,44.9,54
5989,250599,2025-11-25,Tuesday,1.46,Science,Pomodoro,48.0,44
5990,250599,2025-11-26,Wednesday,1.04,English,Notes Review,58.7,54
5991,250600,2025-11-13,Thursday,1.26,Science,Pomodoro,52.4,59
5992,250600,2025-11-14,Friday,1.62,English,Pomodoro,55.1,55
5993,250600,2025-11-17,Monday,1.21,English,Notes Review,38.3,31
5994,250600,2025-11-18,Tuesday,1.36,English,Pomodoro,51.0,39
5995,250600,2025-11-19,Wednesday,1.3,Math,Notes Review,56.7,35
5996,250600,2025-11-20,Thursday,1.41,English,Notes Review,48.4,41
5997,250600,2025-11-21,Friday,1.47,Math,Videos,49.9,36
5998,250600,2025-11-24,Monday,1.22,Computer,Videos,46.0,55
5999,250600,2025-11-25,Tuesday,1.57,Computer,Pomodoro,53.3,48
6000,250600,2025-11-26,Wednesday,1.34,English,Notes Review,59.6,39
6001,250601,2025-11-13,Thursday,1.24,Science,Videos,55.5,44
6002,250601,2025-11-14,Friday,1.74,Computer,Pomodoro,53.3,41
6003,250601,2025-11-17,Monday,1.16,Science,Notes Review,59.4,24
6004,250601,2025-11-18,Tuesday,1.39,Math,Pomodoro,36.7,21
6005,250601,2025-11-19,Wednesday,1.4,English,Pomodoro,40.3,23
6006,250601,2025-11-20,Thursday,1.32,English,Pomodoro,43.3,37
6007,250601,2025-11-21,Friday,1.3,English,Pomodoro,51.0,50
6008,250601,2025-11-24,Monday,1.52,Computer,Notes Review,48.4,35
6009,250601,2025-11-25,Tuesday,1.26,Computer,Pomodoro,51.0,34
6010,250601,2025-11-26,Wednesday,1.75,English,Videos,36.8,39
6011,250602,2025-11-13,Thursday,2.13,Science,Videos,30.9,77
6012,250602,2025-11-14,Friday,2.2,Computer,Videos,22.3,75
6013,250602,2025-11-17,Monday,2.16,Science,Videos,24.0,61
6014,250602,2025-11-18,Tuesday,2.07,Computer,Pomodoro,31.9,71
6015,250602,2025-11-19,Wednesday,1.93,Math,Pomodoro,28.1,82
6016,250602,2025-11-20,Thursday,1.92,Science,Pomodoro,20.9,69
6017,250602,2025-11-21,Friday,2.02,English,Notes Review,31.1,70
6018,250602,2025-11-24,Monday,2.2,Science,Videos,34.3,82
6019,250602,2025-11-25,Tuesday,1.99,English,Pomodoro,26.6,83
6020,250602,2025-11-26,Wednesday,2.08,Science,Notes Review,28.1,62
6021,250603,2025-11-13,Thursday,2.94,Science,Videos,5.8,92
6022,250603,2025-11-14,Friday,3.0,Computer,Notes Review,12.5,97
6023,250603,2025-11-17,Monday,2.54,English,Pomodoro,10.0,85
6024,250603,2025-11-18,Tuesday,2.76,Computer,Notes Review,10.5,96
6025,250603,2025-11-19,Wednesday,2.67,Computer,Notes Review,5.6,98
6026,250603,2025-11-20,Thursday,2.77,Science,Notes Review,8.0,92
6027,250603,2025-11-21,Friday,2.67,English,Notes Review,10.4,92
6028,250603,2025-11-24,Monday,2.54,Computer,Videos,12.6,93
6029,250603,2025-11-25,Tuesday,2.98,Math,Videos,11.3,97
6030,250603,2025-11-26,Wednesday,2.61,English,Videos,6.8,99
6031,250604,2025-11-13,Thursday,2.73,English,Pomodoro,14.2,85
6032,250604,2025-11-14,Friday,2.62,Math,Notes Review,13.9,91
6033,250604,2025-11-17,Monday,2.88,Computer,Videos,8.7,91
6034,250604,2025-11-18,Tuesday,2.59,Science,Notes Review,10.5,93
6035,250604,2025-11-19,Wednesday,2.73,Math,Videos,11.3,97
6036,250604,2025-11-20,Thursday,2.97,Computer,Notes Review,14.6,97
6037,250604,2025-11-21,Friday,2.68,Math,Videos,14.8,90
6038,250604,2025-11-24,Monday,2.97,Math,Pomodoro,10.6,99
6039,250604,2025-11-25,Tuesday,2.51,Science,Pomodoro,9.5,89
6040,250604,2025-11-26,Wednesday,2.56,Science,Pomodoro,9.7,97
6041,250605,2025-11-13,Thursday,1.56,English,Pomodoro,58.2,22
6042,250605,2025-11-14,Friday,1.66,Math,Pomodoro,40.8,36
6043,250605,2025-11-17,Monday,1.08,Math,Notes Review,57.3,44
6044,250605,2025-11-18,Tuesday,1.69,Science,Videos,47.9,35
6045,250605,2025-11-19,Wednesday,1.33,Science,Notes Review,58.9,22
6046,250605,2025-11-20,Thursday,1.56,Science,Pomodoro,59.7,39
6047,250605,2025-11-21,Friday,1.52,Science,Pomodoro,38.9,39
6048,250605,2025-11-24,Monday,1.48,Math,Videos,43.3,32
6049,250605,2025-11-25,Tuesday,1.4,Math,Videos,44.9,37
6050,250605,2025-11-26,Wednesday,1.4,Math,Pomodoro,43.5,59
6051,250606,2025-11-13,Thursday,2.1,Math,Notes Review,30.5,81
6052,250606,2025-11-14,Friday,2.14,Math,Notes Review,17.8,62
6053,250606,2025-11-17,Monday,1.89,Math,Pomodoro,29.2,64
6054,250606,2025-11-18,Tuesday,1.89,English,Pomodoro,34.5,62
6055,250606,2025-11-19,Wednesday,2.07,Science,Videos,34.9,81
6056,250606,2025-11-20,Thursday,2.36,English,Notes Review,34.8,62
6057,250606,2025-11-21,Friday,1.92,Science,Pomodoro,21.4,79
6058,250606,2025-11-24,Monday,1.91,Math,Videos,20.1,64
6059,250606,2025-11-25,Tuesday,2.14,Computer,Pomodoro,23.0,68
6060,250606,2025-11-26,Wednesday,2.29,Computer,Notes Review,16.6,66
6061,250607,2025-11-13,Thursday,1.61,Math,Pomodoro,55.0,28
6062,250607,2025-11-14,Friday,1.33,Math,Videos,55.5,37
6063,250607,2025-11-17,Monday,1.53,English,Pomodoro,55.6,51
6064,250607,2025-11-18,Tuesday,1.05,Math,Notes Review,57.2,41
6065,250607,2025-11-19,Wednesday,1.75,English,Videos,52.4,26
6066,250607,2025-11-20,Thursday,1.06,English,Notes Review,52.7,24
6067,250607,2025-11-21,Friday,1.03,Computer,Videos,42.7,21
6068,250607,2025-11-24,Monday,1.21,English,Notes Review,59.9,25
6069,250607,2025-11-25,Tuesday,1.69,Science,Videos,44.7,51
6070,250607,2025-11-26,Wednesday,1.16,Computer,Videos,43.2,32
6071,250608,2025-11-13,Thursday,2.13,English,Videos,23.4,78
6072,250608,2025-11-14,Friday,2.21,Science,Videos,19.8,61
6073,250608,2025-11-17,Monday,2.31,English,Videos,31.4,76
6074,250608,2025-11-18,Tuesday,2.07,Math,Videos,18.2,81
6075,250608,2025-11-19,Wednesday,1.9,Computer,Pomodoro,21.2,68
6076,250608,2025-11-20,Thursday,1.92,English,Notes Review,31.4,64
6077,250608,2025-11-21,Friday,2.39,Math,Notes Review,35.0,67
6078,250608,2025-11-24,Monday,2.12,Math,Pomodoro,17.5,68
6079,250608,2025-11-25,Tuesday,2.03,Computer,Videos,16.4,65
6080,250608,2025-11-26,Wednesday,2.11,Math,Videos,25.1,71
6081,250609,2025-11-13,Thursday,1.27,Computer,Videos,42.5,21
6082,250609,2025-11-14,Friday,1.61,English,Pomodoro,44.6,27
6083,250609,2025-11-17,Monday,1.61,Science,Videos,50.0,57
6084,250609,2025-11-18,Tuesday,1.54,Computer,Videos,54.0,31
6085,250609,2025-11-19,Wednesday,1.69,Computer,Notes Review,49.5,32
6086,250609,2025-11-20,Thursday,1.47,English,Videos,42.7,38
6087,250609,2025-11-21,Friday,1.28,English,Videos,45.1,50
6088,250609,2025-11-24,Monday,1.05,Math,Pomodoro,39.9,54
6089,250609,2025-11-25,Tuesday,1.47,Science,Notes Review,49.8,53
6090,250609,2025-11-26,Wednesday,1.11,English,Pomodoro,46.7,37
6091,250610,2025-11-13,Thursday,2.79,English,Videos,7.5,99
6092,250610,2025-11-14,Friday,2.86,Science,Notes Review,11.4,95
6093,250610,2025-11-17,Monday,2.9,Computer,Pomodoro,5.6,96
6094,250610,2025-11-18,Tuesday,2.55,Computer,Videos,7.6,97
6095,250610,2025-11-19,Wednesday,2.69,Computer,Videos,8.0,96
6096,250610,2025-11-20,Thursday,2.67,Science,Videos,12.3,94
6097,250610,2025-11-21,Friday,2.72,Computer,Videos,5.4,88
6098,250610,2025-11-24,Monday,2.93,Math,Notes Review,6.6,99
6099,250610,2025-11-25,Tuesday,2.65,English,Notes Review,8.8,89
6100,250610,2025-11-26,Wednesday,2.78,Science,Videos,13.4,93
6101,250611,2025-11-13,Thursday,2.69,Computer,Pomodoro,11.1,94
6102,250611,2025-11-14,Friday,2.97,English,Videos,11.9,99
6103,250611,2025-11-17,Monday,2.56,Computer,Videos,5.6,99
6104,250611,2025-11-18,Tuesday,2.99,English,Pomodoro,5.9,98
6105,250611,2025-11-19,Wednesday,2.87,English,Videos,14.7,95
6106,250611,2025-11-20,Thursday,2.98,Math,Notes Review,7.0,89
6107,250611,2025-11-21,Friday,2.77,Science,Videos,10.5,85
6108,250611,2025-11-24,Monday,2.75,Math,Videos,5.5,97
6109,250611,2025-11-25,Tuesday,2.73,Science,Notes Review,9.3,99
6110,250611,2025-11-26,Wednesday,2.62,English,Notes Review,6.0,95
6111,250612,2025-11-13,Thursday,2.69,English,Notes Review,13.6,90
6112,250612,2025-11-14,Friday,2.65,English,Notes Review,10.7,96
6113,250612,2025-11-17,Monday,2.66,English,Videos,5.7,85
6114,250612,2025-11-18,Tuesday,2.86,Science,Videos,14.0,87
6115,250612,2025-11-19,Wednesday,2.78,Math,Videos,12.8,93
6116,250612,2025-11-20,Thursday,2.94,Computer,Notes Review,12.9,95
6117,250612,2025-11-21,Friday,2.68,English,Notes Review,9.5,89
6118,250612,2025-11-24,Monday,2.59,Science,Notes Review,11.6,93
6119,250612,2025-11-25,Tuesday,2.72,English,Notes Review,14.5,95
6120,250612,2025-11-26,Wednesday,2.94,Computer,Notes Review,9.9,89
6121,250613,2025-11-13,Thursday,1.97,Science,Videos,31.8,67
6122,250613,2025-11-14,Friday,2.33,English,Notes Review,33.4,68
6123,250613,2025-11-17,Monday,2.07,Math,Pomodoro,21.9,63
6124,250613,2025-11-18,Tuesday,2.33,Science,Notes Review,24.3,73
6125,250613,2025-11-19,Wednesday,2.06,Math,Videos,15.8,79
6126,250613,2025-11-20,Thursday,2.01,Math,Videos,21.2,64
6127,250613,2025-11-21,Friday,1.92,Math,Videos,34.3,78
6128,250613,2025-11-24,Monday,2.29,Math,Notes Review,29.9,66
6129,250613,2025-11-25,Tuesday,2.26,Science,Pomodoro,28.1,71
6130,250613,2025-11-26,Wednesday,2.14,English,Videos,33.1,66
6131,250614,2025-11-13,Thursday,1.99,Computer,Notes Review,16.5,70
6132,250614,2025-11-14,Friday,1.81,Computer,Pomodoro,26.6,62
6133,250614,2025-11-17,Monday,2.28,Computer,Notes Review,16.8,62
6134,250614,2025-11-18,Tuesday,2.03,Computer,Pomodoro,22.9,77
6135,250614,2025-11-19,Wednesday,2.22,Computer,Pomodoro,21.5,84
6136,250614,2025-11-20,Thursday,2.2,Math,Videos,22.9,67
6137,250614,2025-11-21,Friday,1.91,Science,Notes Review,17.9,63
6138,250614,2025-11-24,Monday,1.95,Computer,Videos,18.2,68
6139,250614,2025-11-25,Tuesday,2.09,Science,Notes Review,34.2,61
6140,250614,2025-11-26,Wednesday,1.91,English,Notes Review,34.9,77
6141,250615,2025-11-13,Thursday,1.92,Science,Pomodoro,25.2,73
6142,250615,2025-11-14,Friday,2.06,Math,Videos,28.5,78
6143,250615,2025-11-17,Monday,1.83,Math,Videos,18.1,76
6144,250615,2025-11-18,Tuesday,1.84,Computer,Pomodoro,28.9,70
6145,250615,2025-11-19,Wednesday,1.82,Math,Videos,26.9,80
6146,250615,2025-11-20,Thursday,1.85,Science,Videos,29.5,69
6147,250615,2025-11-21,Friday,2.11,Science,Notes Review,15.2,64
6148,250615,2025-11-24,Monday,2.04,English,Videos,30.7,68
6149,250615,2025-11-25,Tuesday,1.85,Computer,Notes Review,18.5,84
6150,250615,2025-11-26,Wednesday,1.9,English,Videos,31.9,70
6151,250616,2025-11-13,Thursday,2.39,Science,Videos,17.2,72
6152,250616,2025-11-14,Friday,2.06,English,Notes Review,21.7,80
6153,250616,2025-11-17,Monday,2.08,English,Videos,20.3,72
6154,250616,2025-11-18,Tuesday,2.26,Computer,Videos,25.3,77
6155,250616,2025-11-19,Wednesday,2.35,Math,Videos,26.2,83
6156,250616,2025-11-20,Thursday,2.02,Science,Notes Review,28.7,60
6157,250616,2025-11-21,Friday,2.28,English,Notes Review,26.0,81
6158,250616,2025-11-24,Monday,1.93,Science,Pomodoro,33.0,82
6159,250616,2025-11-25,Tuesday,2.38,English,Notes Review,21.0,68
6160,250616,2025-11-26,Wednesday,2.14,Math,Pomodoro,34.0,77
6161,250617,2025-11-13,Thursday,2.89,English,Videos,10.4,89
6162,250617,2025-11-14,Friday,2.54,English,Pomodoro,9.8,90
6163,250617,2025-11-17,Monday,2.99,Science,Videos,8.5,90
6164,250617,2025-11-18,Tuesday,2.53,English,Videos,9.3,91
6165,250617,2025-11-19,Wednesday,2.79,Computer,Videos,10.9,93
6166,250617,2025-11-20,Thursday,2.55,Computer,Notes Review,14.3,98
6167,250617,2025-11-21,Friday,2.61,Math,Pomodoro,6.6,99
6168,250617,2025-11-24,Monday,2.71,Science,Videos,13.9,86
6169,250617,2025-11-25,Tuesday,2.93,Math,Notes Review,11.1,89
6170,250617,2025-11-26,Wednesday,2.88,Science,Notes Review,8.3,95
6171,250618,2025-11-13,Thursday,1.28,Math,Pomodoro,49.1,56
6172,250618,2025-11-14,Friday,1.71,English,Pomodoro,58.8,43
6173,250618,2025-11-17,Monday,1.63,English,Pomodoro,59.3,51
6174,250618,2025-11-18,Tuesday,1.67,Science,Videos,55.2,33
6175,250618,2025-11-19,Wednesday,1.75,English,Notes Review,49.9,23
6176,250618,2025-11-20,Thursday,1.37,Math,Videos,59.1,22
6177,250618,2025-11-21,Friday,1.64,Math,Videos,39.5,50
6178,250618,2025-11-24,Monday,1.04,Math,Notes Review,52.4,23
6179,250618,2025-11-25,Tuesday,1.46,Computer,Videos,52.7,27
6180,250618,2025-11-26,Wednesday,1.65,Math,Notes Review,43.8,46
6181,250619,2025-11-13,Thursday,1.83,Math,Videos,34.1,78
6182,250619,2025-11-14,Friday,2.19,Computer,Videos,32.4,67
6183,250619,2025-11-17,Monday,2.17,English,Videos,17.1,62
6184,250619,2025-11-18,Tuesday,2.24,Science,Pomodoro,29.0,84
6185,250619,2025-11-19,Wednesday,2.01,English,Videos,17.0,66
6186,250619,2025-11-20,Thursday,2.16,Science,Pomodoro,18.4,77
6187,250619,2025-11-21,Friday,1.92,English,Videos,31.1,74
6188,250619,2025-11-24,Monday,2.32,Computer,Notes Review,26.2,84
6189,250619,2025-11-25,Tuesday,1.97,Math,Videos,15.5,77
6190,250619,2025-11-26,Wednesday,1.9,English,Pomodoro,18.9,77
6191,250620,2025-11-13,Thursday,2.64,English,Notes Review,14.4,99
6192,250620,2025-11-14,Friday,2.73,Computer,Videos,9.7,87
6193,250620,2025-11-17,Monday,2.69,Computer,Notes Review,10.3,88
6194,250620,2025-11-18,Tuesday,2.67,Computer,Videos,7.0,99
6195,250620,2025-11-19,Wednesday,2.98,Science,Videos,8.9,88
6196,250620,2025-11-20,Thursday,2.75,Computer,Videos,11.7,87
6197,250620,2025-11-21,Friday,2.55,English,Videos,10.6,96
6198,250620,2025-11-24,Monday,2.81,Science,Notes Review,14.1,97
6199,250620,2025-11-25,Tuesday,2.9,Computer,Videos,10.4,97
6200,250620,2025-11-26,Wednesday,2.86,Math,Notes Review,5.5,91
6201,250621,2025-11-13,Thursday,2.97,Math,Videos,10.8,95
6202,250621,2025-11-14,Friday,2.92,Computer,Videos,10.4,96
6203,250621,2025-11-17,Monday,2.73,Science,Pomodoro,9.8,91
6204,250621,2025-11-18,Tuesday,2.78,Computer,Notes Review,8.5,97
6205,250621,2025-11-19,Wednesday,2.78,English,Notes Review,8.7,98
6206,250621,2025-11-20,Thursday,2.65,Math,Videos,12.3,90
6207,250621,2025-11-21,Friday,2.74,English,Notes Review,8.3,98
6208,250621,2025-11-24,Monday,2.94,Science,Videos,5.0,98
6209,250621,2025-11-25,Tuesday,2.66,Science,Notes Review,10.8,88
6210,250621,2025-11-26,Wednesday,2.71,English,Videos,11.7,94
6211,250622,2025-11-13,Thursday,1.65,Math,Videos,41.6,53
6212,250622,2025-11-14,Friday,1.09,Math,Notes Review,37.3,24
